date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2020-04-21,,,1.05456702253855,,5334,29984,39175,12892,190,1885,1875,404,117324,,,7896,20788,,,
2020-04-22,,,1.01364175563464,,5127,29627,40651,13225,183,1619,1587,349,119151,,,8104,21329,,,
2020-04-23,,,0.98200869909055,,4967,29113,42082,13536,178,1410,1531,320,120804,,,8309,21845,,,
2020-04-24,,,0.946026097271649,,4785,28554,43486,13841,155,1346,1464,312,122577,,,8393,22234,,,
2020-04-25,,,0.917556346381969,,4641,28119,44587,14039,124,999,1166,207,124114,,,8564,22603,,,
2020-04-26,,,0.909054962435745,,4598,28114,44896,14191,79,481,318,152,124575,,,8654,22845,,,
2020-04-27,,,0.894820086990906,,4526,27954,45506,14486,125,964,736,300,125770,,,8796,23282,,,
2020-04-28,,,0.851522340846184,,4392,27607,46322,14676,153,1321,1491,328,127290,,,8850,23526,,,
2020-04-29,,,0.816132858837485,,4128,26736,48221,15041,110,1070,1430,251,128442,,,9034,24075,,,
2020-04-30,,,0.780347963621985,,3947,26192,49469,15231,121,1048,1327,207,129581,,,9132,24363,,,
2020-05-01,,,0.755041518386714,,3819,25809,50204,15350,73,668,862,138,130185,,,9225,24575,,,
2020-05-02,,,0.745353894820087,,3770,25751,50554,15468,64,453,381,120,130979,,,9273,24741,,,
2020-05-03,,,0.743772241992883,,3762,25739,50776,15564,80,345,245,101,131287,,,9312,24876,,,
2020-05-04,,,0.719454329774614,,3639,25472,51363,15807,84,689,619,245,131863,,,9375,25182,,,
2020-05-05,,,0.667259786476868,,3375,24701,52728,16041,111,987,1435,244,132967,,,9471,25512,,,
2020-05-06,,,0.611901937524713,,3095,23912,53963,16218,69,833,1298,181,137150,,,9572,25790,,,
2020-05-07,,,0.575523922499012,,2911,23139,55018,16367,99,728,1291,159,137779,,,9601,25968,,,
2020-05-08,,,0.557532621589561,,2820,22657,55773,16478,89,510,817,118,138421,,,9733,26211,,,
2020-05-09,,,0.54646105179913,,2764,22547,56029,16554,38,265,274,77,138854,,,9737,26291,,,
2020-05-10,,,0.53934361407671,,2728,22502,56208,16623,38,253,212,70,139063,,,9738,26361,,,
2020-05-11,,,0.527085804665876,,2666,22219,56715,16801,82,523,560,184,139519,,,9823,26624,,,
2020-05-12,,,0.493475682087782,,2496,21530,57776,16984,92,670,1118,194,140227,,,9988,26972,,,
2020-05-13,,,0.47153024911032,,2385,21009,58664,17082,69,543,943,105,140734,,901,9973,27055,,,
2020-05-14,,,0.446026097271649,,2256,20401,59596,17205,52,542,970,126,141356,,1015,10201,27406,,,
2020-05-15,,,0.427441676551997,,2162,19801,60439,17323,64,438,892,120,141919,,1044,10187,27510,,,
2020-05-16,,,0.413404507710558,,2091,19372,61057,17393,46,350,652,78,142291,,292,10213,27606,,,
2020-05-17,,,0.404705417160933,,2047,19302,61204,17447,24,152,159,54,142411,,142,10642,28089,,,
2020-05-18,,,0.387109529458284,,1958,18956,61719,17570,38,375,548,123,142903,,1120,10650,28220,,,
2020-05-19,2.16933174921606,8.29769859924746,0.366548042704626,,1854,18409,62554,17695,69,506,882,140,143427,,1055,10308,28003,5569,,
2020-05-20,2.11932785550374,8.5316254586624,0.346777382364571,,1754,17882,63345,17793,43,432,823,102,143845,,1058,10320,28113,5726,,
2020-05-21,2.06658238516646,7.30686190172554,0.337682878608145,,1708,17527,63849,17851,28,271,530,58,144163,,193,10345,28196,4904,,
2020-05-22,1.95332202301802,6.9820462625379,0.328983788058521,,1664,17327,64200,17925,36,263,373,75,144556,,826,10345,28270,4686,,
2020-05-23,1.92302137194782,6.94330678263479,0.321866350336101,,1628,17122,64538,17968,30,233,361,47,144806,,266,10345,28313,4660,,
2020-05-24,1.92012320413096,6.94777672262361,0.319889284302096,,1618,17129,64608,18003,24,121,80,36,144921,,145,10345,28348,4663,,
2020-05-25,1.75146573496875,6.3339049641589,0.31079478054567,,1572,16742,65190,18093,45,342,609,93,145279,,708,10320,28413,4251,,
2020-05-26,1.62937723223449,5.91373060520976,0.300316330565441,,1519,16209,65870,18175,37,318,718,92,145555,,773,10335,28510,3969,,
2020-05-27,1.53716216216216,5.42352718643576,0.290035587188612,,1467,15627,66575,18240,32,271,736,67,145746,,729,10336,28576,3640,,
2020-05-28,1.50783610028143,6.09103822476631,0.275800711743772,,1395,15155,67182,18306,36,253,621,69,149071,,641,10336,28642,4088,,
2020-05-29,1.42760379460568,5.74685284562712,0.262554369315935,,1328,14643,67794,18367,29,255,656,63,149668,,595,10327,28694,3857,,
2020-05-30,1.45871454922333,5.90330074523585,0.255634638196916,,1293,14329,68259,18424,29,227,486,57,151496,,371,10327,28751,3962,,
2020-05-31,1.46725332375925,5.96736988507561,0.254448398576512,,1287,14271,68346,18455,18,72,93,35,151753,,188,10327,28782,4005,,
2020-06-01,1.49691810977399,5.16725062707671,0.251087386318703,0.835669228940051,1270,14237,68431,18486,9,89,95,31,152091,,171,10327,28813,3468,,
2020-06-02,1.5083382243267,5.09275162726303,0.241399762752076,0.829350962056224,1221,13978,68803,18570,33,229,402,85,151325,,723,10350,28920,3418,,
2020-06-03,1.48888671475457,4.98845302752388,0.233096085409253,0.828047526146497,1179,13465,69446,18651,26,250,668,85,151677,,659,10350,29001,3348,,
2020-06-04,1.50090848020054,4.96014340759468,0.224001581652827,0.831755145435776,1133,13054,69967,18695,23,195,544,46,152444,,622,10350,29045,3329,,
2020-06-05,1.5041782729805,4.90799410772511,0.21055753262159,0.839826895864042,1065,12650,70494,18741,19,213,548,47,153055,,560,10350,29091,3294,,
2020-06-06,1.47388760176189,4.79624560800459,0.20363780150257,0.850888781699738,1030,12433,70796,18772,15,143,309,35,153634,,296,10350,29122,3219,,
2020-06-07,1.45741353936718,4.72174660819091,0.202451561882167,0.862975235921519,1024,12415,70832,18785,4,37,39,13,153977,,138,10350,29135,3169,,
2020-06-08,1.41142392317918,5.29985884674505,0.196718070383551,0.874266045639852,995,12269,71052,18839,23,145,245,55,154188,,559,10350,29189,3557,,
2020-06-09,1.38096473029046,5.07785182730029,0.183076314748913,0.883355636787602,926,11915,71496,18892,15,169,463,53,154591,,574,10384,29276,3408,,
2020-06-10,1.36406145074177,4.93332376766176,0.1787267694741,0.889319958030188,904,11632,71822,18915,23,130,337,34,155136,,562,10384,29299,3311,,
2020-06-11,1.38029014007049,4.9363037276543,0.172993277975484,0.891800780299076,875,11420,72139,18942,26,143,322,28,155561,,624,10384,29326,3313,,
2020-06-12,1.41495157384988,5.0152726674568,0.168248319493871,0.89100659759212,851,11079,72562,18970,18,136,440,33,156287,,613,10384,29354,3366,,
2020-06-13,1.38451883021427,4.89756424775119,0.166666666666667,0.88767251028769,843,10864,72798,18994,14,68,247,24,156813,,217,10384,29378,3287,,
2020-06-14,1.38773197576332,4.89011434776982,0.166271253459866,0.882930252406012,841,10836,72849,19003,6,33,51,9,157220,,133,10384,29387,3282,,
2020-06-15,1.37231859251122,4.80220552798968,0.161724001581653,0.877922553849768,818,10707,73034,19032,12,114,198,30,157372,,500,10384,29416,3223,,
2020-06-16,1.37561751081178,4.79624560800459,0.156583629893238,0.873684146455791,792,10490,73325,19070,14,143,317,42,157716,,570,10457,29527,3219,,
2020-06-17,1.45688618397682,5.0718919073152,0.147093712930012,0.871094312846242,744,10222,73657,19098,14,116,345,30,158174,,747,10457,29555,3404,,
2020-06-18,1.44070087222897,5.00335282748661,0.143139580862001,0.870692354791677,724,10080,73877,19126,15,136,236,29,158641,,578,10457,29583,3358,,
2020-06-19,1.46804946354813,5.13149110716614,0.138196915776987,0.872630074981926,699,9925,74107,19140,10,116,246,14,159452,,699,10457,29597,3444,,
2020-06-20,1.50854617972696,5.3311484266668,0.13582443653618,0.876678388377526,687,9792,74302,19156,7,90,206,19,160093,,351,10457,29613,3578,,
2020-06-21,1.50134184009317,5.30134882674133,0.13582443653618,0.882328177011936,687,9778,74362,19163,5,48,60,7,160377,,113,10457,29620,3558,,
2020-06-22,1.51642587536305,5.45332678636123,0.133056544088573,0.88918261979033,673,9648,74602,19186,16,142,242,23,160750,,602,10457,29643,3660,,
2020-06-23,1.51972604405179,5.58742498602585,0.129300118623962,0.897083581117566,654,9446,74861,19212,15,117,286,26,161267,,660,10488,29700,3750,,
2020-06-24,1.45744267392149,5.47567648630533,0.124555160142349,0.906089060060379,630,9254,75117,19223,8,97,272,13,161348,,672,10488,29711,3675,,
2020-06-25,1.41945283969273,5.37435784655873,0.123171213918545,0.916342136743042,623,9096,75341,19244,15,124,239,21,161348,,510,10488,29732,3607,,
2020-06-26,1.34444255949168,5.1955602470059,0.119810201660735,0.928021250996869,606,8841,75639,19270,15,87,309,26,162936,,579,10488,29758,3487,,
2020-06-27,1.32413982367672,5.17619050705435,0.117437722419929,0.941326177255019,594,8715,75803,19285,9,55,167,15,162936,,338,10488,29773,3474,,
2020-06-28,1.35403844332923,5.32667848667798,0.117437722419929,0.956387914412448,594,8727,75833,19287,4,44,30,2,162936,,214,10488,29775,3575,,
2020-06-29,1.31694849171853,5.43544702640595,0.116844602609727,0.972940016987781,591,8643,75989,19305,15,102,161,18,164260,,675,10488,29793,3648,,
2020-06-30,1.28994653556721,5.5397456261451,0.113483590351918,0.990238575883305,574,8491,76264,19326,8,152,282,21,164801,,730,10497,29823,3718,,
2020-07-01,1.22720464863386,5.48163640629043,0.109529458283907,1.00723605979256,554,8291,76539,19344,17,106,278,19,165719,,633,10497,29841,3679,,
2020-07-02,1.19420809075981,5.60232478598859,0.107750098853302,1.02317768542967,545,8103,76792,19358,12,93,254,16,166378,,591,10497,29855,3760,,
2020-07-03,1.19757011225886,5.85413140535882,0.105377619612495,1.03777824143047,533,7946,77049,19376,12,125,267,18,166960,,748,10497,29873,3929,,
2020-07-04,1.1852444134498,5.87499112530665,0.102214313958086,1.0512007060241,517,7863,77160,19388,4,47,118,13,167711,,352,10497,29885,3943,,
2020-07-05,1.15095121672844,5.70960334572028,0.103005140371688,1.06393872557512,521,7863,77179,19390,5,21,20,2,168159,,103,10497,29887,3832,,
2020-07-06,1.13512985802741,5.71705324570165,0.103005140371688,1.07651477883722,521,7806,77308,19403,10,98,130,13,168335,,680,10497,29900,3837,,
2020-07-07,1.06722130845568,5.48163640629043,0.101028074337683,1.08937523565933,511,7550,77644,19437,21,127,337,35,168810,,572,10476,29913,3679,,
2020-07-08,1.06388411323131,5.58742498602585,0.0994464215104784,1.10286257463717,503,7254,77985,19469,18,83,345,34,169473,,704,10476,29945,3750,,
2020-07-09,1.05555661708708,5.76175264558986,0.096085409252669,1.11716868259132,486,7134,78159,19483,8,79,180,15,170094,,708,10476,29959,3867,,
2020-07-10,1.04824843619793,5.9226704851874,0.0931198102016607,1.13233456070301,471,7020,78377,19508,9,136,221,25,170752,,856,10476,29984,3975,,
2020-07-11,1.0400823703425,5.93012038516877,0.0929221035982602,1.14827033514065,470,6995,78454,19514,7,57,83,6,171504,,357,10476,29990,3980,,
2020-07-12,1.0437818668381,5.9509801051166,0.0935152234084618,1.16487625868277,473,6991,78486,19515,5,26,32,1,172089,,117,10476,29991,3994,,
2020-07-13,1.06042983565107,6.24897610437131,0.0923289837880585,1.18243380346784,467,6941,78586,19533,10,68,100,18,172377,,880,10476,30009,4194,,
2020-07-14,1.11181869701626,5.67086386581717,0.0919335705812574,1.20163648437232,465,6907,78670,19539,7,61,84,6,172888,,184,10476,30015,3806,,
2020-07-15,1.10867228095323,5.9003207852433,0.090351917754053,1.22332365715576,457,6873,78809,19559,16,133,140,20,173304,,858,10541,30100,3960,,
2020-07-16,1.13520199404898,6.30410536423343,0.0901542111506524,1.24780565099596,456,6754,79025,19577,23,119,218,18,173838,,979,10541,30118,4231,,
2020-07-17,1.11326581914817,6.46651318382725,0.0893633847370502,1.27474512982346,452,6646,79233,19591,17,119,213,14,174674,,965,10541,30132,4340,,
2020-07-18,1.11309698875591,6.59763142349932,0.0889679715302491,1.30327696906672,450,6614,79322,19599,6,68,90,8,175639,,445,10541,30140,4428,,
2020-07-19,1.12218705609689,6.70937992321984,0.088572558323448,1.33206796623843,448,6583,79384,19600,4,36,65,1,176404,,192,10541,30141,4503,,
2020-07-20,1.12678987074702,6.93883684264597,0.0873863187030447,1.35913530928748,442,6547,79530,19616,18,137,148,16,176754,,1034,10541,30157,4657,,
2020-07-21,1.13949570209947,8.30365851923255,0.085013839462238,1.38206224234116,430,6440,79723,19629,12,109,196,13,177338,,1100,10516,30145,5573,,
2020-07-22,1.18258815684557,8.77300221805872,0.0830367734282325,1.39861184567284,420,6324,79946,19636,17,132,225,7,178336,,1173,10516,30152,5888,,
2020-07-23,1.20788543323249,9.03076875741405,0.0812574139976275,1.40795522379564,411,5915,80461,19646,13,123,519,14,179398,,1152,10516,30162,6061,,
2020-07-24,1.26461479246151,9.49713249624767,0.0761170423092131,1.4106778957201,385,5678,80804,19656,16,126,345,13,180528,,1278,10516,30172,6374,,
2020-07-25,1.29318847097624,9.76830885556946,0.0727560300514037,1.40832083013104,368,5634,80915,19664,8,86,116,8,181636,,627,10516,30180,6556,,
2020-07-26,1.3006892004333,9.87558741530116,0.0725583234480032,1.40280948147118,367,5640,80947,19665,1,36,34,1,182565,,264,10516,30181,6628,,
2020-07-27,1.35271004275974,10.4641295138292,0.073942269671807,1.39566245023084,374,5614,81071,19673,25,118,127,9,183079,,1429,10516,30189,7023,,
2020-07-28,1.36549269389284,10.860464192838,0.0713720838275998,1.3878561973038,361,5510,81300,19688,22,172,236,15,183804,,1366,10515,30203,7289,,
2020-07-29,1.37460154837262,11.3149080917014,0.0703835508105971,1.37998939268354,356,5409,81489,19703,14,118,191,15,185196,,1478,10515,30218,7594,,
2020-07-30,1.40248835939927,11.906430150222,0.0705812574139976,1.37259511826303,357,5334,81656,19719,14,116,174,16,186573,,1549,10515,30234,7991,,
2020-07-31,1.43089709536458,12.4413329688842,0.0686041913799921,1.36620969785252,347,5257,81870,19730,16,152,216,11,187919,,1637,10515,30245,8350,,
2020-08-01,1.44869605448472,12.6901596282619,0.0680110715697904,1.36135325430771,344,5177,82016,19736,11,77,149,6,189547,,794,10515,30251,8517,,
2020-08-02,1.44279062822392,12.6692999083141,0.068208778173191,1.35841002881841,345,5188,82029,19737,3,25,13,1,190739,,250,10515,30252,8503,,
2020-08-03,1.51977461550287,13.551368066108,0.0711743772241993,1.35726661781894,360,5157,82155,19759,29,142,142,22,191295,,2021,10515,30274,9095,,
2020-08-04,1.62175931167214,14.5138951437007,0.0719652036378015,1.35735008172459,364,5121,82307,19770,21,139,156,11,192334,,2012,10506,30276,9741,,
2020-08-05,1.7060358694709,15.2335554819009,0.0711743772241993,1.35794242476492,360,5107,82449,19779,15,137,144,9,194029,,1961,10506,30285,10224,,
2020-08-06,1.79553732779654,16.1513831596054,0.0723606168446026,1.35885251078825,366,5019,82659,19786,21,141,211,7,195633,,2165,10506,30292,10840,,
2020-08-07,1.89983042535661,17.1437098371236,0.0709766706207987,1.36044969151688,359,4970,82825,19798,20,136,168,12,197921,,2303,10506,30304,11506,,
2020-08-08,1.9273759098573,17.4580956163373,0.0723606168446026,1.36347691104861,366,4981,82881,19800,12,73,59,2,200105,,1005,10506,30306,11717,,
2020-08-09,1.95673106943207,17.7426817956256,0.0727560300514037,1.36875086472856,368,4992,82886,19800,4,14,5,0,201990,,441,10506,30306,11908,,
2020-08-10,2.08296502910422,18.9599954525811,0.0735468564650059,1.37657849365609,372,5004,83036,19814,28,180,151,14,202775,,2838,10506,30320,12725,,
2020-08-11,2.19740049406677,19.9731818500471,0.0725583234480032,1.38671788179942,367,4971,83226,19829,21,191,194,15,204172,,2692,10505,30334,13405,,
2020-08-12,2.33383854252304,21.3603532265778,0.0701858442071965,1.39859589797232,355,4850,83461,19846,17,143,241,18,206696,,2892,10505,30351,14336,,
2020-08-13,2.51194279604469,23.4180156014315,0.0693950177935943,1.41168344112228,351,4824,83651,19863,25,201,203,17,209365,,3546,10505,30368,15717,,
2020-08-14,2.67294625357825,25.7662240755587,0.0680110715697904,1.42558395074143,344,4788,83836,19881,20,173,191,19,212211,,3879,10505,30386,17293,,
2020-08-15,2.72919266583469,25.4160787764344,0.0697904310003954,1.44001175755972,353,4817,83880,19884,15,87,49,4,215521,,770,10505,30389,17058,,
2020-08-16,2.74813572671723,25.7855938155102,0.0697904310003954,1.45459238126999,353,4820,83909,19885,2,33,29,1,218536,,689,10505,30390,17306,,
2020-08-17,2.92732096128251,29.0352401873829,0.0713720838275998,1.46825402236436,361,4885,84053,19904,34,234,148,19,219029,,5019,10505,30409,19487,,
2020-08-18,3.06151173337807,32.0852292397548,0.0705812574139976,1.47934688941856,357,4783,84297,19920,28,185,255,17,221267,,4739,10511,30431,21534,,
2020-08-19,3.18785161624742,35.0041000524547,0.0715697904310004,1.48621005899583,362,4781,84440,19937,31,162,161,17,225043,,4851,10511,30448,23493,,
2020-08-20,3.25788070197315,37.3716782665334,0.0727560300514037,1.48820329777664,368,4723,84615,19949,28,149,187,12,229814,,5135,10511,30460,25082,,
2020-08-21,3.2802527142366,39.2371332218679,0.0725583234480032,1.48570224159523,367,4720,84802,19972,37,210,189,23,234400,,5131,10511,30483,26334,,
2020-08-22,3.29149800926052,41.4244238563975,0.0727560300514037,1.47973855897051,368,4685,84923,19980,10,114,139,12,238002,,2238,10511,30491,27802,,
2020-08-23,3.32354418412267,41.9027074352013,0.0733491498616054,1.47155562014216,371,4683,84946,19981,6,29,24,1,242899,,1010,10511,30492,28123,,
2020-08-24,3.42978523508298,44.820088267905,0.0765124555160142,1.46195991842358,387,4664,85172,19996,43,233,232,15,244854,,6977,10511,30507,30081,,
2020-08-25,3.53819698264094,47.8864671002359,0.079280347963622,1.45127060831051,401,4578,85494,20016,49,265,334,22,248158,,6797,10506,30522,32139,,
2020-08-26,3.59667588619739,50.6086605534277,0.0737445630684065,1.43954930761102,373,4535,85731,20034,21,215,242,19,253587,,6678,10506,30540,33966,,
2020-08-27,3.6736038602289,53.9953850849575,0.0741399762752076,1.42701387708004,375,4517,85954,20046,32,225,225,15,259698,,7408,10506,30552,36239,,
2020-08-28,3.78121966890405,57.6979853756973,0.0753262158956109,1.41407678518342,381,4517,86147,20065,32,241,204,19,267077,,7616,10507,30572,38724,,
2020-08-29,3.7992553044174,58.8661296927758,0.0778964017398181,1.40126214431062,394,4512,86268,20071,28,135,127,6,272530,,3022,10507,30578,39508,,
2020-08-30,3.81339535097567,59.319083611643,0.0782918149466192,1.38906288558462,396,4517,86280,20075,5,23,13,4,277943,,1314,10507,30582,39812,,
2020-08-31,3.94167395416281,63.0619133622822,0.0796757611704231,1.37763964677718,403,4564,86439,20104,45,254,163,29,281025,,9489,10507,30611,42324,,
2020-09-01,4.06861630746442,66.1342521145982,0.0826413602214314,1.36683437621912,418,4586,86682,20123,54,300,252,19,286007,,8859,10514,30637,44386,,
2020-09-02,4.23526408042647,69.6997742456809,0.0869909054962436,1.35633005148669,440,4614,86933,20148,57,317,258,26,293024,,9071,10514,30662,46779,,
2020-09-03,4.41267349072501,73.1982472769312,0.0905496243574535,1.34591898033395,458,4625,87176,20168,55,307,252,21,300181,,9756,10514,30682,49127,,
2020-09-04,4.56462736688641,76.8799878477232,0.0923289837880585,1.33554353532243,467,4653,87417,20186,46,292,247,19,309156,,10087,10476,30662,51598,,
2020-09-05,4.61994141127372,78.4131772638886,0.0941083432186635,1.32525691551465,476,4667,87549,20198,23,168,137,12,317706,,4051,10476,30674,52627,,
2020-09-06,4.63156250630683,78.6456141433073,0.0948991696322657,1.31513369999764,480,4697,87578,20201,8,66,29,3,324777,,1470,10476,30677,52783,,
2020-09-07,4.78537848392815,82.7788186529702,0.104982206405694,1.30505824365575,531,4889,87806,20226,83,448,236,25,328980,,12263,10476,30702,55557,,
2020-09-08,4.84500966743846,86.9567225625212,0.112297350731514,1.29472211387526,568,4942,88196,20265,86,490,402,39,335524,,11663,10475,30740,58361,,
2020-09-09,4.86405861614672,90.327057314092,0.117240015816528,1.28376078457466,593,4985,88494,20295,71,386,304,30,344101,,11333,10475,30770,60623,,
2020-09-10,4.8587472895418,93.7495413655324,0.120205614867537,1.27206702005764,608,5077,88712,20314,54,352,229,19,353944,,12053,10475,30789,62920,,
2020-09-11,4.78877783769331,95.5345374010681,0.124159746935548,1.25980988177887,628,5136,89029,20354,64,447,332,40,363350,,11285,10515,30869,64118,,
2020-09-12,4.78691932754916,96.1975784994099,0.129497825227363,1.24735439427229,655,5176,89201,20371,51,243,180,17,373911,,4496,10515,30886,64563,,
2020-09-13,4.79258280344711,96.3435965390447,0.130881771451166,1.23510026620661,662,5228,89240,20377,18,98,40,6,381094,,1568,10515,30892,64661,,
2020-09-14,4.87211195973073,100.028317069829,0.13938315539739,1.22309874992583,705,5479,89477,20411,104,545,247,34,387252,,14736,10515,30926,67134,,
